Supplier Name,Country Code,Match1,Score1,Match2,Score2,Match3,Score3,Match4,Score4,Match5,Score5
Tyremax,AU-ANX-32891,TPE,40,Otkritie,40,Integral,40,Interavtomatika,36,Mostotrest,35
Citycover Aust PL Austbrokers Comsu,AU-IAL-803406,State Concern National Association of producers Massandra,46,Concern Almaz Antey,41,Mostotrest Mostotrest,39,Sberbank Public Sberbank,37,State Enterprise Sevastopol Commercial Seaport,35
DOMINGO AUSTIN C,GU-AKG-1746,Somali Battalion,50,Industrial Savings Bank,46,CB IS Bank,46,Oplot Battalion,45,Mir Luganschine,45
THE VERNON,GU-AKG-856,VO TPE,62,O VO TPE,56,The Great Don Army,50,ROSNEFT AERO,45,Chernomorneftegaz,44
DESIGNORY,SG-BMSL-A0001063,Dobrolyot,44,Luganskiy Ekonomicheskiy Soyuz,36,Narodny Soyuz,36,People s Union,35,Integral,35
BIOPAK SUSTAINABLE SOLUTIONS,SG-BMSL-A0001064,Russian National Commercial Bank,50,People s Union,48,First Crimean Insurance,47,Industrial Savings Bank,47,Sparta Battalion,45
Thermal Insight,AU-ANX-32885,Integral,52,Interavtomatika,47,Z Interautomatica,44,Tactical Missiles,44,The Great Don Army,42
We re The Glue,AU-IAL-803411,Army of the Southeast,46,Army of the South East,44,The Great Don Army,44,Peace To Luhansk Region,43,ORIENTAL REVIEW,41
Creative Entertainment Agency,AU-SUB-803407,Internet Research Agency,53,Crimean Republican Enterprise Azov Distillery Plant,45,State Enterprise Sparkling Wine Plant Novy Svet,45,Russian Direct Investment Fund,44,International Union of Public Associations Great Don Army,42
VITAL SHIELD,SG-BMSL-A0001065,Zaliv Shipyard,54,United Shipbuilding,52,ORIENTAL REVIEW,52,Tactical Missiles,48,Mir Luganschine,44
NATIONAL TRAINING MASTERS,AU-IAL-800208,Russian National Commercial Bank,56,Industrial Savings Bank,50,Bank Otkritie Financial,50,Tactical Missiles,48,Cossack National Guard,47
COVER FLRING,BE-AP-307067,Concern Almaz Antey,45,Smert Battalion,44,VEB RF,44,Russian National Commercial Bank,41,First Crimean Insurance,40
Bermick Motor Accessories,GB-POR-B0001230,Sberbank of Russia,47,Army of the Southeast,43,Army of the South East,43,Bank of Russia,41,Mostotrest,40
LE MONDE MODELS PRODUCTIONS,SG-BMSL-A0001066,People s Union,44,Black Sea Bank Development and Reconstruction,44,ZELENODOLSK SHYARD,44,Black Sea Bank of Development and Reconstruction,43,Black Sea Bank for Development and Reconstruction,42
CarNow Vehcile Leasing,GB-AUD-C0001693,Army of the Southeast,47,Army of the South East,45,Aktsionernoe Obshchestvo Genbank,44,Sparkling Wine Plant Novy Svet,42,Luhansk Economic Union,41
Carparison Leasing,GB-AUD-C0001694,Death Battalion,48,Somali Battalion,47,Kalmius Battalion,46,Luhansk Economic Union,45,Smert Battalion,42
Pure Technology,GB-AUD-P0001097,VO Technopromexport,47,O VO Technopromexport,44,NEW EASTERN OUTLK,44,Luhansk Economic Union,38,VO TPE,38
Mr Brett Lilley T A PCP Cars,GB-AUD-P0001098,Separate Artillery Brigade of the 1st Army Corps,45,Smert Battalion,42,Prizrak Battalion Ghost Battalion,39,Crimean Republican Enterprise Azov Distillery Plant,38,Death Battalion,37
Leap Vehicle Leasing,GB-AUD-L0000697,Sparkling Wine Plant Novy Svet,48,People s Union,47,Peace To Luhansk Region,42,United Shipbuilding,41,Mir Luganschine,40
National Tyre Services,GB-VWG-N0000003,Smert Battalion,54,ORIENTAL REVIEW,54,Tactical Missiles,51,Internet Research Agency,48,Free Donbass,47
CDW DIRECT,GU-AKG-1563,United Aircraft,48,Dobrolet,44,Donetsk Republic,38,Free Donbas,38,Rostec,38
JWG CONSTRUCTION,GU-AKG-1790,Vostok Battalion,44,Mostotrest P,43,Black Sea Bank Development and Reconstruction,43,Luhansk Economic Union,42,Otkritie,42
JACKES,HK-CML-A0002118,IS Bank,46,UAC,44,CB IS Bank,38,Russia Bank,35,Tactical Missiles,35
ACTUA FORMATION,BE-TOYO-307070,Sparta Battalion,58,Cossack National Guard,54,Peace To Luhansk Region,53,Zarya Battalion,53,Kalmius Battalion,50
Supreme Auto Freight,AU-ANX-32893,Peace To Luhansk Region,47,Prizrak Battalion Ghost Brigade,47,First Crimean Insurance,47,Mostotrest P,44,Mostotrest Mostotrest,44
MSX International Australia,AU-PEU-MSX1,Z Interavtomatika IA,55,Cossack National Guard,53,Russian National Commercial Bank,51,Kalmius Battalion,50,State enterprise Universal Avia,48
SMC Events,NZ-SNZ-803415,Almaz Antey Defense,41,Donetsk Republic,38,Almaz Antey,38,NEW EASTERN OUTLK,37,IS Bank,35
Marsden Manukau,NZ-SNZ-803416,Genbank,45,IS Bank,45,Peace To Luhansk Region,42,Almaz Antey Defense,41,Battalion Gvardeysky,40
Logical Vehicle Management,GB-JLR-L0000599,Almaz Antey,43,So called Luhansk Guard,41,So called Lugansk Guard,41,Almaz Antey Defense,40,Concern Almaz Antey,40
FUJIFILM BUSINESS INNOVATION SINGAPORE,SG-BMSL-A0001067,Cossack National Guard,43,Foreign Economic Association Technopromexport,41,Prizrak Battalion Ghost Brigade,41,Russian Direct Investment Fund,41,Russian National Commercial Bank,40
Bluedog,GRP-IMS-1003740,United Shipbuilding,38,Free Donbas,33,Sobol,33,Free Donbass,32,ZELENODOLSK SHYARD,32
JHM Automotive Ltd T A 1st Choice Vehicle Leasing,GB-AUD-J0000525,Federativnoye Gosudarstvo Novorossiya,35,Separate Artillery Brigade of the 1st Army Corps,35,United Shipbuilding,35,Stroygazmontazh Most SGM MOST,33,VAD Aktsionernoe Obshchestvo VAD,32
AUTO IT,NZ-SNZ-801571,VO TPE,46,Death Battalion,45,Smert Battalion,45,Oplot Battalion,45,Somali Battalion,43
AUTOMOTIVE COMPUTER SERVICES,NZ-SNZ-801573,Mostotrest Mostotrest,41,Tactical Missiles,40,Institute Giprostroymost Saint Petersburg,38,Crimean Republican Enterprise Azov Distillery Plant,38,25 January Committee,38
Moreland Wire Fencing Gates Pty L,AU-ANX-32894,Resort Nizhnyaya Oreanda,46,Bank Otkritie Financial,43,Internet Research Agency,42,State Enterprise Sparkling Wine Plant Novy Svet,40,Mir Luganschine,38
Rovewide Ltd T A Vehicle Leasing Consultants,GB-BMW-V0000388,Sparkling Wine Plant Novy Svet,43,State Enterprise Sparkling Wine Plant Novy Svet,42,Army of the Southeast,40,The Berkatit Tommot Yakutsk Railway Line s Construction Directorate,40,First Crimean Insurance,36
STORYTELLER PRODUCTIONS,SG-BMSL-A0001068,Fedosia Oil Products Supply,48,Free Donbas,47,Free Donbass,46,Narodny Soyuz,44,People s Union,43
HONG KONG PROFESSIONAL TRAINING CENTRE,HK-IHKL-A0002119,Federal United Enterprise Crimea Railway,44,Movement Novorossiya of Igor Strelkov,43,Movement Novorossiya of Ignor Strelkov,39,State Unitary Enterprise of the City of Sevastopol Sevastopol Sea Port,39,Industrial Savings Bank,39
Car Lease Agent,GB-MERC-C0001695,Almaz Antey,54,CB IS Bank,48,ORIENTAL REVIEW,47,NEW EASTERN OUTLK,44,So called Luhansk Guard,42
CV Library,GB-MERC-C0001696,CB IS Bank,50,VTB Bank,44,Zaliv Shipyard,42,Zarya Battalion,40,VEB RF,38
Crafted Signs,NZ-SNZ-803412,First Crimean Insurance,50,United Aircraft,50,So called Luhansk Guard,44,So called Lugansk Guard,44,United Shipbuilding,44
Unified IT Solutions,AU-IAL-803417,United Shipbuilding,51,Luhansk Economic Union,48,United Aircraft,46,NEW EASTERN OUTLK,43,Peace To Luhansk Region,42
INNOGOLF,SG-BMSL-A0001069,Integral,50,Sobol,46,Dobrolet,38,Dobrolyot,35,Oplot Battalion,35
ST,GU-AKG-577,Rostec,50,TPE,40,USC,40,VTB,40,Mostotrest,33
Geosurv,AU-SUB-803418,People s Union,38,Mostotrest,35,Free Donbas,33,GEOPOLITICA,33,The Great Don Army,32
ARZA,BN-NBT-HOC01129,Zaliv Shipyard,44,Prizrak Brigade,42,Almaz Antey,40,Russia Bank,40,Bank Rossiya,38
PT VDB Loi Indonesia,GRP-IMS-1003760,Fedosia Oil Products Supply,51,Oplot Battalion,46,Sparta Battalion,44,Donbas People s Militia,42,Bank Otkritie Financial,42
Cognizant USD,GRP-IMS-1003761,Concern Almaz Antey,44,United Aircraft,43,Russia Bank,42,Genbank,40,IS Bank,40
TRANSPORT ACADEMY,BE-RTL-1003750,Lenpromtransproyekt,56,Internet Research Agency,49,The Great Don Army,46,So called Luhansk Guard,45,So called Lugansk Guard,45
SIGN KING,GU-AKG-1131,Sparkling Wine Plant Novy Svet,41,Somali Battalion,40,Russia Bank,40,First Crimean Insurance,38,Bank Rossiya,38
D S Y CORP,GU-AKG-1507,Narodny Soyuz,43,People s Union,42,Stroygazmontazh Corporation SGM Group,38,Federal State of Novorossiya,37,The Great Don Army,36
ARKITEK TING,BN-NBT-HOC01130,Bank Otkritie Financial,46,United Shipbuilding,45,Somali Battalion,43,Vostok Battalion,43,IS Bank,42
WESTIFORM,GU-AKG-1557,NEW EASTERN OUTLK,38,The Great Don Army,37,People s Union,35,Feodosia Enterprise of oil,34,Death Battalion,33
NTW Solutions,GB-AUD-N0000495,Somali Battalion,48,NEW EASTERN OUTLK,47,People s Union,44,United Shipbuilding,44,Death Battalion,43
Mental Health First Aid England,GB-AUD-M0001377,First Crimean Insurance,44,Russian Direct Investment Fund,43,Army of the South East,42,Industrial Savings Bank,41,State enterprise Universal Avia,39
KOREAN REGISTER B,BN-NBT-HOC01131,ORIENTAL REVIEW,56,Resort Nizhnyaya Oreanda,54,IS Bank,50,Russian Direct Investment Fund,47,Peace To Luhansk Region,45
E HOLDINGS,MP-AKS-800089,United Shipbuilding,55,Free Donbas,48,Free Donbass,45,VO TPE,38,GEOPOLITICA,38
XS Network Tech,AU-IAL-803413,CB IS Bank,48,Donetsk Republic,45,O VO TPE,43,O VO Technopromexport,39,Vostok Battalion,39
CPR Autoglazing,GB-MERC-C0001692,Concern Almaz Antey,47,Sparta Battalion,45,Z Interautomatica,44,Promsvyazbank,43,Prizrak Battalion Ghost Battalion,42
SonarSource,GRP-IMS-1003741,Narodny Soyuz,50,Free Donbas,45,Mostotrest Mostotrest,44,Free Donbass,43,Dobrolet,42
Whatscratch,GB-AUD-W0000601,Death Battalion,38,Smert Battalion,38,United Aircraft,38,Sparta Battalion,37,NEW EASTERN OUTLK,36
Goudie Electrical,AU-SUB-803409,GEOPOLITICA,50,Tactical Missiles,47,ORIENTAL REVIEW,44,Federal State of Novorossiya,40,Bank Otkritie Financial,40
SHEN S ENTERPRISES,GU-AKG-391,Feodosia Enterprise of oil,59,State enterprise Universal Avia,57,State Enterprise Sparkling Wine Plant Novy Svet,49,State Enterprise Sevastopol Commercial Seaport,47,Federal United Enterprise Crimea Railway,45
LANDSCAPE MANAGEMENT SYSTEM,GU-AKG-1838,Black Sea Bank Development and Reconstruction,44,Movement Novorossiya of Ignor Strelkov,43,Black Sea Bank of Development and Reconstruction,43,Black Sea Bank for Development and Reconstruction,42,Movement Novorossiya of Igor Strelkov,41
Kingstal,GB-AUD-K0000382,Integral,62,Kalmius Battalion,48,ORIENTAL REVIEW,43,IS Bank,40,Tactical Missiles,40
ABM Technical Solutions,GB-AUD-A0001878,Tactical Missiles,55,Luhansk Economic Union,53,Army of the Southeast,50,Army of the South East,49,People s Union,43
FOTO88 HOLDINGS,SG-BMSL-A0001070,United Shipbuilding,47,Svobodny Donbass,39,Vostok Battalion,39,Sparkling Wine Plant Novy Svet,36,Feodosia Enterprise of oil,34
EDELMAN SINGAPORE PTE LTD USD,SG-BMSL-A0001071,Federal State of Novorossiya,42,So called Lugansk People s Republic,41,State Enterprise Sevastopol Commercial Seaport,40,Feodosia Enterprise of oil,40,State Enterprise Sparkling Wine Plant Novy Svet,39
SURVEYMONKEY EUROPE UC,BE-TOYO-307074,People s Union,50,So called Donetsk People s Republic,42,O VO TPE,40,Peace To Luhansk Region,40,Promsvyazbank,40
Ramada Suites by Wyndham Manukau,NZ-SNZ-803425,Industrial Savings Bank,40,Army of the Southeast,38,CB IS Bank,38,United Aircraft,38,IS Bank,36
AG LOGIS SOLUTIONS,SG-BMSL-A0001072,Kalmius Battalion,51,Somali Battalion,47,Army of the Southeast,46,Army of the South East,45,So called Lugansk Guard,44
CT Commercial Finance Ltd T A Asset Finance Solutions,GB-MERC-A0001879,Russian National Commercial Bank,47,Army of the South East,40,International Union of Public Associations Great Don Army,38,State Enterprise Sevastopol Commercial Seaport,38,State Concern National Association of producers Massandra,36
Star Signage Signarama Parramatta,AU-IAL-803430,Prizrak Battalion Ghost Brigade,44,Sparta Battalion,41,Smert Battalion,38,Luganskaya Narodnaya Respublika LNR,35,State Enterprise Sparkling Wine Plant Novy Svet,35
Al Dizon Creative Mobile Services,AU-ANX-32895,So called Donetsk People s Republic,47,VAD Aktsionernoe Obshchestvo VAD,43,First Crimean Insurance,43,Donetsk Republic,41,Mostotrest Mostotrest,41
STAR SIGNAGE PTY LTD SIGNARAMA PARRAMATTA,AU-PEU-SS03,Luganskaya Narodnaya Respublika LNR,37,Sparkling Wine Plant Novy Svet,37,State Enterprise Sparkling Wine Plant Novy Svet,36,Stroygazmontazh Corporation SGM Group,36,Sparta Battalion,35
SPOC INTEGRATED SOLUTIONS,SG-CMPL-A0001073,Interavtomatika,50,Z Interavtomatika IA,49,Z Interautomatica,48,Integral,48,So called Luhansk Guard,46
GO DEVELOPMENT TRADING,HK-CML-A0002120,Black Sea Bank for Development and Reconstruction,51,Black Sea Bank Development and Reconstruction,51,Black Sea Bank of Development and Reconstruction,51,Oplot Battalion,49,Russian Direct Investment Fund,46
ONEPORT,HK-CML-A0002121,VO Technopromexport,54,O VO Technopromexport,50,Smert Battalion,45,Oplot Battalion,45,GEOPOLITICA,44
MANI,HK-CML-A0002122,IS Bank,55,CB IS Bank,43,SOVCOMBANK,43,Sovkombank,43,Mir Luganschine,42
ALLIED HAND DRYER,GU-AKG-1840,So called Luhansk Guard,55,So called Lugansk Guard,50,Death Battalion,44,Almaz Antey Defense,44,Zarya Battalion,44
Jay Cee Ess Global Unit Trust,AU-ANX-32896,Federal United Enterprise Crimea Railway,43,Cossack National Guard,39,Donbas People s Militia,38,Black Sea Bank Development and Reconstruction,38,People s Union,37
MAS Transport Recovery,GB-MERC-M0001378,Almaz Antey,48,Concern Almaz Antey,44,Peace To Luhansk Region,44,Lenpromtransproyekt,44,Internet Research Agency,43
Omni Group,AU-ANX-32897,GEOPOLITICA,48,ROSNEFT AERO,45,O VO TPE,44,Stroygazmontazh Corporation SGM Group,43,SOVCOMBANK,40
Catherine Davidson Mediation Servic,AU-ANX-32898,Z Interavtomatika IA,44,The Great Don Army,42,State Concern National Association of producers Massandra,41,Internet Research Agency,41,Crimean Republican Enterprise Azov Distillery Plant,40
Clive Willis Ltd T A Vantage Auto Recruitment,GB-MERC-V0000389,State Unitary Enterprise of the Republic of Crimea Sparkling Wine Plant Novy Svet,41,State Unitary Enterprise of the Crimean Republic Crimean Sea Ports,38,Russian Direct Investment Fund,37,Black Sea Bank Development and Reconstruction,36,Peace To Luhansk Region,35
LIK SHING,HK-CML-A0000267,Zaliv Shipyard,52,United Shipbuilding,50,People s Union,43,Mir Luganschine,42,Prizrak Brigade,42
Proxima,GRP-IMS-1003780,Promsvyazbank,50,GEOPOLITICA,44,Bank Rossiya,42,Lenpromtransproyekt,38,Prizrak Brigade,36
SAAN COMPUTER SERVICES,MP-AKS-800373,Sparkling Wine Plant Novy Svet,46,First Crimean Insurance,44,25 January Committee,43,Internet Research Agency,43,State enterprise Universal Avia,42
BURT S SARDOMA,GU-AKG-1843,Somali Battalion,47,ROSNEFT AERO,46,The Great Don Army,44,CB IS Bank,42,Zarya Battalion,41
Auto 4,GB-AUD-A0001857,O VO TPE,43,Unit 08806,38,Almaz Antey,35,Kalmius Battalion,35,Z Interautomatica,35
Tony Innaimo Transport,AU-ANX-32899,Mostotrest,50,Lenpromtransproyekt,49,Resort Nizhnyaya Oreanda,48,O VO Technopromexport,47,Mostotrest P,47
The Software Institute,GRP-IMS-1003790,State Enterprise Magarach of the National Institute of Wine,47,Army of the Southeast,47,Mostotrest Mostotrest,47,Army of the South East,45,Mostotrest,44
Microsourcing International,GRP-IMS-1003792,Cossack National Guard,53,Industrial Savings Bank,48,Russian National Commercial Bank,47,Kalmius Battalion,45,Z Interautomatica,45
Just Ask Janet,AU-SUB-803436,Industrial Savings Bank,49,Bank of Russia,43,Russia Bank,42.85714285714286,Almaz Antey Defense,42,CB IS Bank,42
SOUTH CHINA MORNING POST PUBLISHERS,HK-IHKL-A0002123,So called Donetsk People s Republic,43,So called Lugansk People s Republic,43,Fedosia Oil Products Supply,42,Resort Nizhnyaya Oreanda,41,State Unitary Enterprise of the Republic of Crimea Chernomorneftegaz,41
Carways,AU-ANX-32901,Narodny Soyuz,40,Almaz Antey,33,So called Luhansk Guard,33,So called Lugansk Guard,33,Russia Bank,33
ARIES CONSULTANTS,BE-RTL-1003779,Army of the South East,51,First Crimean Insurance,50,Free Donbass,48,Mostotrest Mostotrest,47,Free Donbas,43
TOP EMPLOYERS INSTITUTE,BE-TOYO-307078,Institute Giprostroymost Saint Petersburg,50,Gas Industry Insurance Company SOGAZ,47,Mostotrest P,46,People s Union,43,State Enterprise Magarach of the National Institute of Wine,41
ISC2 International Information Systems,GRP-IMS-1003791,International Union of Public Associations Great Don Army,53,State Concern National Association of producers Massandra,51,Z Interavtomatika IA,48,Z Interautomatica,47,Interavtomatika,45
Green Home Green Planet,AU-ANX-32902,The Great Don Army,44,Lenpromtransproyekt,43,Chernomorneftegaz,40,State Enterprise Sparkling Wine Plant Novy Svet,40,ROSNEFT AERO,40
STARLIGHT SHPING,MO-YFML-A0000011,Zaliv Shipyard,47,Industrial Savings Bank,46,United Shipbuilding,46,Somali Battalion,44,Mostotrest P,43
Contract Flooring,NZ-SNZ-803426,Interavtomatika,44,Free Donbas,43,Svobodny Donbass,42,Mostotrest Mostotrest,42,Free Donbass,41
Integrated Electrical Projects,GB-AUD-I0000373,Z Interautomatica,47,Tactical Missiles,47,Z Interavtomatika IA,44,Interavtomatika,44,Fedosia Oil Products Supply,42
Blood UTD,AU-IAL-803408,United Shipbuilding,50,O VO TPE,47,Dobrolyot,44,Death Battalion,42,Smert Battalion,42
Strike Australia Pty Ltd Holey Mole,AU-SUB-803432,Prizrak Battalion Ghost Brigade,45,Prizrak Battalion Ghost Battalion,44,Mostotrest Mostotrest,43,Almaz Antey Defense,41,So called Lugansk People s Republic,40
Portal Gurus,AU-SUB-803433,ORIENTAL REVIEW,52,Cossack National Guard,47,Battalion Gvardeysky,44,GEOPOLITICA,43,So called Luhansk Guard,40
Citroen Car Club of NSW Inc,AU-CIT-M0113,Peace To Luhansk Region,44,Mir Luganschine,43,So called Luhansk Guard,40,So called Lugansk Guard,40,First Crimean Insurance,40
Octopus Electric Vehicles,GB-MERC-O0000209,Feodosia Enterprise of oil,43,Tactical Missiles,43,Mostotrest,40,State Enterprise Sparkling Wine Plant Novy Svet,39,Luhansk Economic Union,38
YOKOHAMA TYRE AUSTRALIA PL,AU-SUB-801445,Mostotrest P,47,Oplot Battalion,44,Somali Battalion,43,Vostok Battalion,43,Kalmius Battalion,42
ACTION EUROPE,BE-TOYO-307079,Smert Battalion,57,Oplot Battalion,57,Cossack National Guard,51,Death Battalion,50,Zarya Battalion,50
MEC,GU-AKG-1845,Rostec,44,UAC,33.333333333333336,USC,33.333333333333336,TPE,33,Mostotrest,31
EXPRESSIONS STUDIO,GU-AKG-1439,Peace To Luhansk Region,44,People s Union,44,Russian Direct Investment Fund,42,Feodosia Enterprise of oil,41,Vostok Battalion,41
N J Potter Ltd T A Core Vehicles Solutions,GB-MERC-N0000496,Crimean Republican Enterprise Azov Distillery Plant,41,Black Sea Bank for Development and Reconstruction,40,People s Union,39,Army of the Southeast,38,Luhansk Economic Union,38
The Brit European Group,GB-MERC-B0001232,The Great Don Army,54,Army of the South East,49,Stroygazmontazh Corporation SGM Group,43,NEW EASTERN OUTLK,40,ROSNEFT AERO,40
SDS,BE-TOYO-307081,USC,33,Svobodny Donbass,32,Mostotrest,31,Russia Bank,29,RDIF,29
SHUN HING CAR BODY FTY,HK-CML-A0000388,First Crimean Insurance,49,Narodny Soyuz,46,United Aircraft,43,Sparkling Wine Plant Novy Svet,42,United Shipbuilding,39
Impact Traffic Engineering,AU-SUB-803437,Internet Research Agency,48,Feodosia Enterprise of oil,42,Z Interautomatica,42,Peace To Luhansk Region,41,Sparta Battalion,38
Fastsigns Guildford,GB-MERC-F0000590,Cossack National Guard,44,So called Lugansk Guard,43,Oplot Battalion,41,Battalion Gvardeysky,41,Free Donbass,39
Traction Finance NI,GB-MERC-T0001401,Bank Otkritie Financial,57,First Crimean Insurance,52,Tactical Missiles,44,The Great Don Army,43,Peace To Luhansk Region,43
Australian Venue,AU-SUB-803423,Death Battalion,52,Smert Battalion,52,Battalion Gvardeysky,50,Vostok Battalion,50,Kalmius Battalion,48
TODO MAULEG,GU-AKG-528,Dobrolet,42,ZELENODOLSK SHYARD,41,UralVagonZavod,40,United Shipbuilding,40,Sobol,38
FIDUCIA,BE-TOYO-307082,UAC,40,USC,40,Bank of Russia,38,Mir Luganschine,36,Prizrak Brigade,36
SPECTRUM TYRES BATTERIES,SG-CMSL-A0001074,Mostotrest Mostotrest,53,Smert Battalion,46,Sparta Battalion,45,Prizrak Battalion Ghost Brigade,44,Death Battalion,41
A1 Secure Storage,GB-AUD-A0001235,VAD Aktsionernoe Obshchestvo VAD,45,Peace To Luhansk Region,45,Aktsionernoe Obshchestvo Genbank,45,Cossack National Guard,41,The Great Don Army,40
DM MCLEISH AND SJ MCLEISH,AU-ANX-32905,Mir Luganschine,40,So called Donetsk People s Republic,37,So called Lugansk People s Republic,37,Army of the South East,34,CB IS Bank,34
Fleetcare,GB-AUD-F0000591,Free Donbas,40,GEOPOLITICA,40,Free Donbass,38,Bulwark,38,Tactical Missiles,38
Advanced Vehicle Contracts,GB-AUD-A0001236,State enterprise Universal Avia,46,United Aircraft,44,Donetsk Republic,43,Free Donbas,43,Free Donbass,42
BENCHLAB,BN-NBT-HOC01132,CB IS Bank,44,Bulwark,40,Genbank,40,VTB Bank,38,Sberbank,38
JARDI KEV,BE-RTL-1003822,RDIF,46,Zaliv Shipyard,43,VEB RF,40,Bulwark,38,ROSNEFT AERO,38
GLOBAL SHIELD SOLUTIONS ASIA,SG-BMSL-A0001076,Army of the South East,48,So called Luhansk Guard,47,So called Lugansk Guard,47,Army of the Southeast,45,Donbas People s Militia,43
Hotel St Moritz,NZ-SNZ-802250,Mostotrest Mostotrest,56,Donbas People s Militia,47,Donbass People s Militia,46,O VO Technopromexport,44,Mostotrest P,44
ALBA E WASTE SMART RECYCLING,SG-BMSL-A0001075,Sparta Battalion,45,Sparkling Wine Plant Novy Svet,45,So called Lugansk People s Republic,44,The Great Don Army,43,Almaz Antey Defense,43
FURNITURE KATHY STYLE,GU-AKG-1539,Sparkling Wine Plant Novy Svet,43,Army of the South East,42,The Great Don Army,41,United Shipbuilding,40,Institute Giprostroymost Saint Petersburg,39
Dwellworks,GRP-IMS-1003781,Bulwark,47,ROSNEFT AERO,36,ZELENODOLSK SHYARD,36,Sberbank,33,Death Battalion,32
Z Z TRADING,BN-NBT-PCA00826,Zarya Battalion,46,Z Interautomatica,43,Narodny Soyuz,42,RDIF,40,Z Interavtomatika IA,39
RK WEALTH,SG-BMSL-A0001077,The Great Don Army,44,Death Battalion,42,Army of the Southeast,40,VEB RF,40,Army of the South East,39
Calibre Routrex Group Ltd T A Calibre Auto Logistics,GB-MERC-C0001697,Prizrak Battalion Ghost Brigade,39,Prizrak Battalion Ghost Battalion,38,Stroygazmontazh Corporation SGM Group,36,Separate Artillery Brigade of the 1st Army Corps,34,Crimean Republican Enterprise Azov Distillery Plant,33
Ryan Tax Services Australia Pty Lim,AU-IAL-803428,Smert Battalion,44,Sparta Battalion,43,Industrialny Sberegatelny Bank,43,Industrial Savings Bank,41,Sberbank Public Sberbank,41
TRAINING SOLUTIONS,BE-AP-307085,Mir Luganschine,42,Zarya Battalion,42,Somali Battalion,41,Sparta Battalion,41,Stroygazmontazh Corporation SGM Group,40
Hicron EUR,GRP-IMS-1003830,ROSNEFT AERO,55,The Great Don Army,43,Narodny Soyuz,43,People s Union,42,First Crimean Insurance,42
Lifeworks by Morneau Shepell,GRP-IMS-1003831,The Great Don Army,39,Resort Nizhnyaya Oreanda,38,Army of the Southeast,37,Death Battalion,37,Smert Battalion,37
Holiday Inn Darling Harbour,AU-SUB-803438,Somali Battalion,37,Industrial Savings Bank,36,Sparkling Wine Plant Novy Svet,35,United Shipbuilding,35,Prizrak Battalion Ghost Brigade,34
CBRE V,AU-ANX-32906,VO TPE,50,VEB RF,50,Dobrolet,43,O VO TPE,43,VTB Bank,43
Event Hotels NZ,NZ-SNZ-802143,ZELENODOLSK SHYARD,42,People s Union,41,Mostotrest,40,Mostotrest Mostotrest,39,The Great Don Army,36
Cleanaway,AU-ANX-32907,25 January Committee,41,Almaz Antey,40,So called Luhansk Guard,38,So called Lugansk Guard,38,Bulwark,38
JLL Chile Asesor as Inmobiliarias,GRP-IMS-1003782,Donbas People s Militia,43,Donbass People s Militia,42,So called Donetsk People s Republic,38,So called Lugansk People s Republic,38,Mir Luganschine,38
TSUBASA LANGUAGE SERVICES,SG-IML-A0001079,So called Luhansk Guard,42,So called Lugansk Guard,42,Peace To Luhansk Region,42,Almaz Antey Defense,41,So called Lugansk People s Republic,40
Cordant Cleaning,GB-AUD-C0001698,Concern Almaz Antey,46,First Crimean Insurance,46,Mir Luganschine,45,ORIENTAL REVIEW,45,Almaz Antey,44
PriceWaterhouseCoopers,GB-AUD-P0000955,State enterprise Universal Avia,42,NEW EASTERN OUTLK,41,Sberbank Public Sberbank,35,Russian Direct Investment Fund,35,Internet Research Agency,35
SUBARU INDRPILLY,AU-SUB-144036,Industrialny Sberegatelny Bank,48,Industrial Savings Bank,46,Narodny Soyuz,41,Bank Otkritie Financial,41,Sparta Battalion,38
SUBARU NEWSTEAD,AU-SUB-144035,Narodny Soyuz,43,Sberbank of Russia,42,Bank of Russia,41,Vneshekonombank,40,Russian Direct Investment Fund,40
VANTAGE,GU-AKG-1846,VO TPE,46,Almaz Antey,44,TPE,40,O VO TPE,40,VTB,40
bit2bit Americas,GRP-IMS-1003846,United Aircraft,45,Army of the South East,42,Z Interautomatica,42,Bank Otkritie Financial,41,Interavtomatika,39
Asian Weekly Pty Ltd Auto Weekly,AU-SUB-803424,Fedosia Oil Products Supply,41,Prizrak Battalion Ghost Battalion,37,Black Sea Bank Development and Reconstruction,36,Almaz Antey Defense,35,Battalion Gvardeysky,35
AAA Windscreens and Tinting,AU-ANX-32908,Black Sea Bank Development and Reconstruction,44,Gas Industry Insurance Company SOGAZ,44,Almaz Antey Defense,43,Black Sea Bank of Development and Reconstruction,43,Sparkling Wine Plant Novy Svet,42
Clearwater Commercial Investments,GB-AUD-C0001190,Russian National Commercial Bank,52,Russian Direct Investment Fund,48,State Enterprise Sevastopol Commercial Seaport,46,Concern Almaz Antey,42,Federal United Enterprise Crimea Railway,41
Broadland Gate Estate Management,GB-MERC-B0000962,Internet Research Agency,43,Industrialny Sberegatelny Bank,42,Almaz Antey Defense,39,Russian Direct Investment Fund,39,Federal State of Novorossiya,37
F R Cawley,GB-AUD-F0000592,Bank of Russia,42,Almaz Antey Defense,41,Concern Almaz Antey,41,Free Donbas,38,Almaz Antey,38
